shipment_id,order_id,carrier_name,warehouse_id,shipment_date,estimated_delivery_date,actual_delivery_date,shipping_mode,shipment_cost,delay_reason
SHIP-000666,ORD-000262,DHL,Warehouse 32,2026-01-25,2026/01/26,Jan 27 2026,Air,51.45,Warehouse Processing Backlog
SHIP-000667,ORD-001204,,wh13,2026/01/23,2026-01-26,25-Jan-2026,Air,49.97,Warehouse Processing Backlog
SHIP-000668,ORD-000084,fedex,wh17,2025/08/23,2025-08-28,30-Aug-2025,Express,63.05,Port Congestion
SHIP-000669,ORD-001035,bluedart,WH-60,07-Feb-2025,2025-02-14,15-Feb-2025,Ground,28.56,Carrier Capacity Shortage
SHIP-000670,ORD-001125,bluedart,WH-03,2026-01-26,26-Jan-2026,2026/01/26,Ground,36.85,
SHIP-000671,ORD-001430,aramex,Warehouse 16,2026-04-19,Apr 27 2026,25-Apr-2026,Express,57.77,Warehouse Processing Backlog
SHIP-000672,ORD-001791,aramex,WH-47,2026/05/11,May 18 2026,2026-05-17,Ground,18.28,Warehouse Processing Backlog
SHIP-000673,ORD-000031,ups,wh52,22-May-2025,May 28 2025,2025/05/27,Air,46.27,Incorrect Address
SHIP-000674,ORD-000514,fedex,Warehouse 59,2025-05-20,2025/05/24,May 22 2025,Air,54.86,Carrier Capacity Shortage
SHIP-000675,ORD-001200,DHL Express,WH-29,2026-05-18,2026-05-25,May 25 2026,Express,47.04,
SHIP-000676,ORD-001789,fedex,Warehouse 1,2025-05-18,2025/05/20,May 18 2025,Ground,23.27,Labor Shortage
SHIP-000677,ORD-000861,UPS,Warehouse 13,Feb 11 2026,2026-02-12,2026-02-11,Ground,26.41,Documentation Error
SHIP-000678,ORD-001197,fedex,WH-28,10-Dec-2025,2025-12-11,10-Dec-2025,Ground,26.52,
SHIP-000679,ORD-001207,bluedart,WH-37,2025-12-22,2025/12/26,Dec 26 2025,Ground,20.66,Weather Disruption
SHIP-000680,ORD-001468,FEDEX,Warehouse 7,2025-02-27,2025-03-04,01-Mar-2025,Ground,21.99,Weather Disruption
SHIP-000681,ORD-000796,ups,wh39,2025-10-27,2025/10/26,Oct 27 2025,Ground,25.7,
SHIP-000682,ORD-001261,U.P.S.,Warehouse 46,2025/11/06,2025-11-14,2025/11/12,Air,54.42,
SHIP-000683,ORD-001688,DHL,wh50,Feb 05 2025,2025/02/12,12-Feb-2025,Air,42.41,
SHIP-000684,ORD-001724,UPS,wh17,Jan 04 2026,2026/01/05,2026-01-05,Air,48.8,
SHIP-000685,ORD-000049,fedex,WH-06,Mar 18 2026,2026-03-20,,Express,65.27,
SHIP-000686,ORD-001318,dhl,WH-45,Feb 14 2026,2026/02/17,2026/02/16,Air,48.32,
SHIP-000687,ORD-000468,DHL Express,WH-46,26-Mar-2026,2026-03-28,29-Mar-2026,Air,51.71,
SHIP-000688,ORD-000154,Fed Ex,wh01,2025/11/13,17-Nov-2025,,Ground,36.6,Warehouse Processing Backlog
SHIP-000689,ORD-001725,FedEx,WH-02,15-Jun-2025,2025-06-17,2025/06/16,Air,49.59,
SHIP-000690,ORD-000395,Fed Ex,WH-02,08-Sep-2025,2025-09-08,2025-09-09,Air,60.21,Labor Shortage
SHIP-000691,ORD-000124,UPS,wh36,2026-05-25,2026/05/24,2026-05-26,Air,46.34,Supplier Stock Shortage
SHIP-000692,ORD-000356,ARAMEX,wh12,2025/05/04,May 06 2025,08-May-2025,Ground,32.97,Documentation Error
SHIP-000693,ORD-000135,xpo logistics,Warehouse 36,13-Dec-2025,Dec 15 2025,2025-12-17,Rail,23.38,Supplier Stock Shortage
SHIP-000694,ORD-000269,USPS,WH-14,26-Jun-2025,28-Jun-2025,2025-06-29,Ground,26.57,Labor Shortage
SHIP-000695,ORD-000386,bluedart,wh09,04-Apr-2026,2026-04-04,04-Apr-2026,Air,51.76,
SHIP-000696,ORD-000610,usps,WH-10,Mar 20 2026,2026-03-20,Mar 21 2026,Ground,26.42,Vehicle Breakdown
SHIP-000697,ORD-000221,Fed Ex,WH-16,2025-02-18,2025/02/22,2025/02/20,Air,50.71,
SHIP-000698,ORD-000042,UPS,WH-23,Sep 04 2025,2025-09-11,12-Sep-2025,Air,64.83,Labor Shortage
SHIP-000699,ORD-000220,MAERSK,Warehouse 58,2025-04-29,May 04 2025,,Ocean,23.1,Supplier Stock Shortage
SHIP-000700,ORD-000598,FEDEX,WH-44,06-Feb-2026,2026/02/08,Feb 11 2026,Express,64.16,Incorrect Address
SHIP-000701,ORD-001165,aramex,wh-11,2025/02/06,Feb 11 2025,,Express,51.54,Vehicle Breakdown
SHIP-000702,ORD-001761,ups,WH-46,Jan 24 2025,2025-01-26,Jan 28 2025,Air,41.62,Port Congestion
SHIP-000703,ORD-000681,Blue Dart,WH-10,Sep 27 2025,2025-10-01,2025/10/03,Ground,17.86,Incorrect Address
SHIP-000704,ORD-000973,BlueDart,Warehouse 24,Feb 13 2026,2026/02/16,2026-02-16,Ground,18.66,
SHIP-000705,ORD-001752,FedEx,wh02,2025/11/22,2025/11/27,Nov 27 2025,Express,67.51,Supplier Stock Shortage
SHIP-000706,ORD-000717,ups,Warehouse 49,2025-04-23,2025/04/28,2025/04/27,Air,41.74,Labor Shortage
SHIP-000707,ORD-000542,UPS,wh22,02-Mar-2026,2026-03-03,09-Mar-2026,Ground,23.76,Incorrect Address
SHIP-000708,ORD-001474,fedex,WH-42,2026-02-27,2026-02-28,28-Feb-2026,Express,75.63,Warehouse Processing Backlog
SHIP-000709,ORD-001065,XPO,WH-55,2025-08-16,Aug 19 2025,Aug 18 2025,Rail,26.62,Supplier Stock Shortage
SHIP-000710,ORD-001150,DHL Express,WH-25,Jan 27 2025,2025/02/01,2025-02-02,Express,52.61,Vehicle Breakdown
SHIP-000711,ORD-001731,USPS,WH-33,2025-03-17,Mar 20 2025,Mar 20 2025,Ground,20.24,Incorrect Address
SHIP-000712,ORD-001601,usps,WH-31,Jun 06 2025,2025-06-10,2025-06-08,Ground,22.52,Supplier Stock Shortage
SHIP-000713,ORD-000858,ARAMEX,WH-08,2026-04-20,2026-04-22,,Ground,26.79,
SHIP-000714,ORD-001196,FEDEX,Warehouse 11,Nov 19 2025,24-Nov-2025,2025-11-22,Express,53.79,
SHIP-000715,ORD-001478,XPO Logistics,WH-53,Oct 13 2025,2025-10-14,Oct 18 2025,Rail,26.62,Incorrect Address
SHIP-000716,ORD-001454,ups,WH-17,2026-02-23,2026-02-25,25-Feb-2026,Ground,40.2,Incorrect Address
SHIP-000717,ORD-001771,Maersk Line,WH-58,02-Mar-2025,03-Mar-2025,2025-03-04,Ocean,15.88,Labor Shortage
SHIP-000718,ORD-001646,FEDEX,WH-51,2025-11-23,Nov 24 2025,2025-11-25,Air,64.92,Weather Disruption
SHIP-000719,ORD-001139,UPS,Warehouse 52,2025/04/19,2025-04-19,28-Apr-2025,Air,49.84,Documentation Error
SHIP-000720,ORD-001678,BlueDart,Warehouse 59,Oct 17 2025,Oct 21 2025,2025-10-19,Ground,22.63,
SHIP-000721,ORD-001825,dhl,WH-43,19-Sep-2025,2025-09-22,2025-09-21,Express,51.19,
SHIP-000722,ORD-000747,DHL Express,WH-51,Feb 05 2025,08-Feb-2025,,Air,52.49,Carrier Capacity Shortage
SHIP-000723,ORD-000337,XPO,WH-22,08-Jan-2026,Jan 15 2026,2026/01/15,Rail,18.18,
SHIP-000724,ORD-000233,fedex,wh29,2025-10-07,Oct 10 2025,Oct 08 2025,Express,60.28,
SHIP-000725,ORD-001695,UPS,wh-46,2025-02-18,21-Feb-2025,2025-02-20,Ground,24.77,Weather Disruption
SHIP-000726,ORD-001414,DHL,wh53,Apr 02 2026,2026/04/04,03-Apr-2026,Express,53.09,Carrier Capacity Shortage
SHIP-000727,ORD-000159,UPS,wh39,20-Jul-2025,Jul 24 2025,,Ground,24.65,Supplier Stock Shortage
SHIP-000728,ORD-000469,ups,WH-47,2026-04-25,2026-04-30,2026-04-29,Air,52.2,
SHIP-000729,ORD-001690,U.P.S.,WH-30,2025/10/08,2025-10-12,2025-10-10,Air,47.86,
SHIP-000730,ORD-000956,UPS,wh-32,2025-11-13,2025/11/16,2025/11/20,Air,45.19,Supplier Stock Shortage
SHIP-000731,ORD-001668,maersk,wh-21,2025/02/12,2025-02-16,2025/02/18,Ocean,15.55,Supplier Stock Shortage
SHIP-000732,ORD-001040,dhl,WH-09,2025-12-29,Jan 05 2026,05-Jan-2026,Express,61.15,
SHIP-000733,ORD-000586,usps,WH-37,2026/01/11,13-Jan-2026,2026-01-14,Ground,19.07,Labor Shortage
SHIP-000734,ORD-000206,UPS,WH-40,2026-03-31,05-Apr-2026,2026-04-06,Ground,20.8,Port Congestion
SHIP-000735,ORD-000004,ups,WH-14,2026/01/21,25-Jan-2026,2026-01-23,Air,41.61,Warehouse Processing Backlog
SHIP-000736,ORD-000743,FedEx,WH-31,2026/01/13,19-Jan-2026,2026-01-18,Air,48.33,
SHIP-000737,ORD-001280,FEDEX,wh23,24-Apr-2025,2025-04-23,24-Apr-2025,Express,50.6,Carrier Capacity Shortage
SHIP-000738,ORD-001772,maersk,wh-37,2025-10-15,Oct 16 2025,17-Oct-2025,Ocean,18.81,Supplier Stock Shortage
SHIP-000739,ORD-001699,aramex,wh-42,2026-04-23,2026-04-28,2026-04-27,Ground,24.02,
SHIP-000740,ORD-001295,FedEx,wh-54,2026-03-19,2026-03-21,2026-03-21,Express,55.39,
SHIP-000741,ORD-000694,XPO,WH-20,11-May-2025,2025-05-10,11-May-2025,Ground,21.63,Carrier Capacity Shortage
SHIP-000742,ORD-001545,Blue Dart,WH-36,2025-06-08,2025-06-12,2025-06-12,Ground,30.08,
SHIP-000743,ORD-001526,aramex,WH-49,2025-10-26,2025-10-31,2025-10-30,Ground,22.79,
SHIP-000744,ORD-000715,maersk,wh-28,2025-05-03,2025/05/05,2025/05/05,Ocean,15.89,Documentation Error
SHIP-000745,ORD-001692,UPS,WH-01,16-Feb-2025,Feb 18 2025,Feb 19 2025,Air,41.87,Supplier Stock Shortage
SHIP-000746,ORD-001048,UPS,Warehouse 31,2025/04/17,20-Apr-2025,2025-04-20,Air,55.58,Incorrect Address
SHIP-000747,ORD-001837,UPS,WH-22,2026/02/03,2026-02-11,2026/02/11,Air,45.43,Carrier Capacity Shortage
SHIP-000748,ORD-001830,fedex,WH-60,2025-09-24,2025-09-25,Sep 25 2025,Ground,29.41,Vehicle Breakdown
SHIP-000749,ORD-000931,maersk,wh45,Nov 14 2025,Nov 17 2025,,Ocean,17.53,Supplier Stock Shortage
SHIP-000750,ORD-001028,bluedart,Warehouse 41,24-Mar-2025,2025-03-25,25-Mar-2025,Air,65.69,Carrier Capacity Shortage
SHIP-000751,ORD-001114,maersk,wh10,2025-11-14,2025-11-18,2025-11-19,Ocean,36.15,Warehouse Processing Backlog
SHIP-000752,ORD-000934,DHL Express,WH-47,23-Jun-2025,Jun 24 2025,24-Jun-2025,Air,50.78,Incorrect Address
SHIP-000753,ORD-000158,USPS,wh-11,Mar 23 2026,2026-03-26,2026-03-25,Ground,26.87,Vehicle Breakdown
SHIP-000754,ORD-000922,dhl,WH-45,Aug 11 2025,Aug 18 2025,Aug 20 2025,Air,50.09,Warehouse Processing Backlog
SHIP-000755,ORD-001376,U.S.P.S.,wh33,05-Aug-2025,2025-08-07,,Ground,22.73,Incorrect Address
SHIP-000756,ORD-000463,UPS,WH-24,2025/02/23,2025-03-03,Mar 01 2025,Ground,30.79,
SHIP-000757,ORD-000653,FEDEX,wh-12,2025-03-12,Mar 15 2025,13-Mar-2025,Express,55.46,Port Congestion
SHIP-000758,ORD-000161,Fed Ex,wh-21,25-Jul-2025,Jul 28 2025,29-Jul-2025,Ground,19.13,Incorrect Address
SHIP-000759,ORD-000306,FEDEX,Warehouse 29,2025/10/10,Oct 11 2025,2025/10/11,Air,47.18,Warehouse Processing Backlog
SHIP-000760,ORD-000657,ARAMEX,WH-58,Apr 16 2026,Apr 15 2026,2026-04-17,Express,50.28,Labor Shortage
SHIP-000761,ORD-000548,USPS,WH-33,Nov 29 2025,2025/12/05,,Ground,19.03,
SHIP-000762,ORD-000714,usps,WH-19,2026-05-26,2026-05-28,May 28 2026,Ground,20.52,Warehouse Processing Backlog
SHIP-000763,ORD-000396,U.S.P.S.,WH-10,2025-03-01,Mar 02 2025,02-Mar-2025,Ground,39.11,Supplier Stock Shortage
SHIP-000764,ORD-000400,U.P.S.,wh39,Apr 10 2025,Apr 11 2025,2025-04-10,Ground,27.71,
SHIP-000765,ORD-000619,DHL Express,WH-47,2025/09/04,Sep 07 2025,2025-09-05,Air,47.2,Weather Disruption
SHIP-000766,ORD-001420,Blue Dart,WH-27,2025/12/29,2026-01-04,2026-01-03,Air,46.69,
SHIP-000767,ORD-000900,aramex,WH-25,2025-01-28,2025-01-29,Jan 29 2025,Ground,25.17,
SHIP-000768,ORD-001535,Blue Dart,WH-55,2025/09/17,22-Sep-2025,Sep 22 2025,Ground,21.46,Labor Shortage
SHIP-000769,ORD-000737,usps,Warehouse 58,22-Feb-2026,Feb 28 2026,2026-02-27,Ground,28.17,
SHIP-000770,ORD-001548,DHL,wh57,2026-02-01,2026-02-09,2026-02-08,Air,49.67,Documentation Error
SHIP-000771,ORD-001050,DHL Express,WH-40,2025-07-26,Jul 25 2025,27-Jul-2025,Air,51.34,Customs Clearance Delay
SHIP-000772,ORD-000460,ARAMEX,wh50,Sep 12 2025,16-Sep-2025,2025-09-15,Express,53.84,
SHIP-000773,ORD-000063,,Warehouse 28,2026-05-31,Jun 05 2026,,Ground,44.89,Documentation Error
SHIP-000774,ORD-000955,USPS,WH-47,2026/01/21,22-Jan-2026,23-Jan-2026,Ground,19.25,Customs Clearance Delay
SHIP-000775,ORD-000817,dhl,Warehouse 50,Jul 22 2025,2025/07/29,Jul 28 2025,Express,59.31,Customs Clearance Delay
SHIP-000776,ORD-000458,fedex,Warehouse 30,2025/02/02,Feb 05 2025,2025-02-08,Ground,21.75,Supplier Stock Shortage
SHIP-000777,ORD-000799,UPS,WH-11,22-Oct-2025,2025/10/29,Oct 29 2025,Ground,25.62,Carrier Capacity Shortage
SHIP-000778,ORD-000479,Aramex,Warehouse 47,2025/08/25,2025-08-29,2025-08-29,Express,57.51,Customs Clearance Delay
SHIP-000779,ORD-001777,U.S.P.S.,WH-02,2025-11-20,2025-11-24,2025/11/21,Ground,41.15,Supplier Stock Shortage
SHIP-000780,ORD-001370,FedEx,Warehouse 51,Jan 13 2025,2025-01-14,13-Jan-2025,Ground,26.64,Incorrect Address
SHIP-000781,ORD-000618,FedEx,WH-32,28-Mar-2025,Apr 05 2025,2025-04-07,Ground,23.08,Customs Clearance Delay
SHIP-000782,ORD-001710,dhl,WH-40,2026/05/06,2026/05/08,2026/05/09,Express,45.81,Customs Clearance Delay
SHIP-000783,ORD-000994,XPO Logistics,WH-47,2026-02-06,Feb 10 2026,2026/02/13,Ground,21.22,Vehicle Breakdown
SHIP-000784,ORD-001314,XPO,WH-27,Sep 29 2025,2025-10-02,Sep 30 2025,Rail,46.34,Labor Shortage
SHIP-000785,ORD-001663,Blue Dart,WH-06,Jan 15 2026,Jan 17 2026,2026-01-16,Ground,29.07,
SHIP-000786,ORD-001738,dhl,WH-22,2025-04-05,09-Apr-2025,Apr 07 2025,Air,54.43,Customs Clearance Delay
SHIP-000787,ORD-000348,Blue Dart,WH-35,2025/11/28,2025-12-02,Dec 02 2025,Air,40.79,Vehicle Breakdown
SHIP-000788,ORD-000984,USPS,wh-51,07-Dec-2025,2025/12/13,2025/12/13,Ground,21.56,Incorrect Address
SHIP-000789,ORD-001827,ups,Warehouse 33,2025-11-12,2025-11-16,Nov 17 2025,Ground,28.32,Warehouse Processing Backlog
SHIP-000790,ORD-000803,DHL Express,Warehouse 14,2025-02-19,Feb 24 2025,Feb 24 2025,Express,49.01,
SHIP-000791,ORD-000761,ups,WH-05,2025/04/08,11-Apr-2025,2025-04-12,Ground,25.33,Port Congestion
SHIP-000792,ORD-000447,USPS,WH-29,2025-05-21,26-May-2025,2025-05-25,Ground,35.77,Weather Disruption
SHIP-000793,ORD-000651,FedEx,wh37,03-Aug-2025,08-Aug-2025,2025/08/07,Air,43.92,Supplier Stock Shortage
SHIP-000794,ORD-001146,DHL,wh-28,2025-05-12,20-May-2025,2025-05-19,Express,51.81,Labor Shortage
SHIP-000795,ORD-001657,U.S.P.S.,WH-57,2025-04-10,11-Apr-2025,2025-04-11,Ground,33.14,Vehicle Breakdown
SHIP-000796,ORD-000380,dhl,wh44,2025/12/06,2025-12-12,Dec 12 2025,Air,45.58,
SHIP-000797,ORD-000565,U.S.P.S.,WH-20,Dec 08 2025,14-Dec-2025,2025/12/15,Ground,20.37,Documentation Error
SHIP-000798,ORD-001756,,Warehouse 10,31-Jan-2026,2026-02-06,,Ground,37.21,Customs Clearance Delay
SHIP-000799,ORD-000987,bluedart,WH-37,2026-01-13,Jan 14 2026,2026-01-14,Air,48.45,Customs Clearance Delay
SHIP-000800,ORD-001764,U.S.P.S.,wh24,Feb 21 2025,2025-02-26,06-Mar-2025,Ground,19.88,Warehouse Processing Backlog
SHIP-000801,ORD-000947,U.P.S.,WH-05,2025-07-19,Jul 20 2025,2025/07/20,Air,57.82,Vehicle Breakdown
SHIP-000802,ORD-000232,fedex,WH-16,2025-10-28,Oct 31 2025,Oct 30 2025,Express,50.22,
SHIP-000803,ORD-001124,Blue Dart,WH-18,12-Apr-2026,2026/04/14,2026-04-13,Ground,24.93,
SHIP-000804,ORD-000383,DHL Express,wh-59,2025-02-07,2025/02/10,Feb 10 2025,Air,50.22,
SHIP-000805,ORD-001090,dhl,wh-06,2026-03-09,2026-03-13,11-Mar-2026,Express,52.26,
SHIP-000806,ORD-001045,UPS,wh-04,19-Dec-2025,2025-12-22,,Ground,29.93,Labor Shortage
SHIP-000807,ORD-000073,,WH-56,2025-06-13,2025-06-21,2025-06-19,Express,51.26,
SHIP-000808,ORD-000071,maersk,WH-26,16-May-2025,2025/05/20,2025/05/19,Ocean,25.54,Documentation Error
SHIP-000809,ORD-001021,fedex,wh15,2026/01/25,31-Jan-2026,2026/01/30,Air,47.67,Documentation Error
SHIP-000810,ORD-000873,Aramex,WH-04,Mar 29 2026,2026/03/31,2026-04-09,Express,50.64,Warehouse Processing Backlog
SHIP-000811,ORD-000172,Maersk Line,wh21,Mar 12 2025,2025-03-14,2025/03/14,Ocean,20.09,Carrier Capacity Shortage
SHIP-000812,ORD-001313,USPS,WH-34,2025/08/10,2025-08-09,11-Aug-2025,Ground,27.03,Vehicle Breakdown
SHIP-000813,ORD-000169,U.P.S.,WH-24,07-Feb-2026,2026-02-10,2026/02/12,Air,40.77,
SHIP-000814,ORD-000494,Aramex,WH-19,2026-02-09,2026/02/10,2026/02/10,Express,66.9,Weather Disruption
SHIP-000815,ORD-001159,UPS,WH-49,Jun 06 2025,2025-06-09,2025/06/09,Ground,24.17,Carrier Capacity Shortage
SHIP-000816,ORD-000876,aramex,WH-30,2025-12-05,2025/12/06,,Ground,22.24,Supplier Stock Shortage
SHIP-000817,ORD-001525,FEDEX,WH-03,28-Jan-2026,2026/02/03,2026/02/01,Ground,26.52,Incorrect Address
SHIP-000818,ORD-000273,BlueDart,wh-36,2025-03-05,2025/03/11,2025/03/12,Air,48.84,Documentation Error
SHIP-000819,ORD-001199,,WH-34,01-Jun-2026,Jun 03 2026,,Rail,18.88,Incorrect Address
SHIP-000820,ORD-000421,Aramex,WH-44,2025-08-26,2025-08-31,Aug 31 2025,Express,57.71,Warehouse Processing Backlog
SHIP-000821,ORD-000095,FEDEX,WH-01,11-Jun-2025,Jun 15 2025,2025/06/14,Air,54.56,
SHIP-000822,ORD-001359,Blue Dart,WH-38,2025-11-16,19-Nov-2025,2025/11/17,Air,46.58,
SHIP-000823,ORD-001459,bluedart,wh-44,2025/11/05,2025/11/12,Nov 11 2025,Air,39.6,
SHIP-000824,ORD-001470,dhl express,wh38,Nov 05 2025,2025/11/08,Nov 07 2025,Air,53.33,
SHIP-000825,ORD-000043,U.P.S.,Warehouse 3,2025/12/28,Dec 31 2025,2025-12-31,Ground,24.09,
SHIP-000826,ORD-000057,U.S.P.S.,WH-08,21-May-2025,May 27 2025,26-May-2025,Ground,19.69,Supplier Stock Shortage
SHIP-000827,ORD-001476,Fed Ex,wh32,18-Oct-2025,2025-10-21,Oct 20 2025,Express,58.26,Supplier Stock Shortage
SHIP-000828,ORD-001026,aramex,WH-46,2026/04/15,2026-04-15,2026-04-15,Express,50.68,Labor Shortage
SHIP-000829,ORD-001237,maersk,WH-21,2025/08/28,2025-09-01,Sep 01 2025,Ocean,24.05,Warehouse Processing Backlog
SHIP-000830,ORD-001193,FEDEX,WH-15,2026-02-19,2026-02-22,2026-02-23,Express,50.09,Warehouse Processing Backlog
SHIP-000831,ORD-001693,U.S.P.S.,WH-52,2025-10-03,Oct 03 2025,2025-10-04,Ground,21.58,Weather Disruption
SHIP-000832,ORD-000039,DHL Express,WH-28,Jan 02 2025,2025/01/05,04-Jan-2025,Express,48.31,Labor Shortage
SHIP-000833,ORD-000307,ARAMEX,WH-09,2026/03/22,Mar 26 2026,Mar 23 2026,Ground,21.39,Vehicle Breakdown
SHIP-000834,ORD-000864,U.P.S.,WH-40,2025-09-18,2025-09-21,,Ground,22.25,Incorrect Address
SHIP-000835,ORD-000998,UPS,WH-29,May 10 2026,15-May-2026,2026-05-12,Ground,24.13,
SHIP-000836,ORD-001258,Fed Ex,Warehouse 53,28-Feb-2025,Mar 02 2025,2025/03/06,Air,46.76,Supplier Stock Shortage
SHIP-000837,ORD-000783,USPS,WH-30,26-Mar-2026,2026-03-25,2026/03/26,Ground,19.22,Labor Shortage
SHIP-000838,ORD-000409,U.P.S.,WH-14,2026-02-15,2026-02-22,2026-02-21,Air,47.91,Vehicle Breakdown
SHIP-000839,ORD-001841,USPS,Warehouse 48,08-Jan-2025,2025/01/16,2025/01/14,Ground,21.51,
SHIP-000840,ORD-000782,DHL,WH-22,2026/04/21,24-Apr-2026,2026/04/24,Express,56.26,
SHIP-000841,ORD-000167,dhl express,wh43,Dec 30 2025,2026-01-02,2026-01-01,Air,44.21,
SHIP-000842,ORD-000535,ups,WH-30,2026-05-27,2026-06-02,,Air,45.21,Documentation Error
SHIP-000843,ORD-000584,Blue Dart,WH-40,2025-07-05,2025/07/08,2025/07/07,Air,50.73,
SHIP-000844,ORD-001166,ups,Warehouse 2,2025-04-28,29-Apr-2025,29-Apr-2025,Ground,23.0,
SHIP-000845,ORD-001754,ARAMEX,WH-40,2025/06/21,2025-06-25,03-Jul-2025,Ground,17.71,Port Congestion
SHIP-000846,ORD-001321,FedEx,Warehouse 59,2025-02-27,28-Feb-2025,2025-03-01,Ground,36.7,Vehicle Breakdown
SHIP-000847,ORD-001170,dhl express,WH-58,Mar 08 2026,Mar 13 2026,Mar 11 2026,Express,60.82,Labor Shortage
SHIP-000848,ORD-001744,,wh-24,Sep 10 2025,2025/09/12,14-Sep-2025,Express,60.51,Carrier Capacity Shortage
SHIP-000849,ORD-001707,usps,WH-41,Apr 09 2025,17-Apr-2025,,Ground,17.27,
SHIP-000850,ORD-001358,MAERSK,WH-24,Jul 05 2025,2025-07-11,,Ocean,11.37,Port Congestion
SHIP-000851,ORD-000814,U.P.S.,wh58,Mar 01 2025,09-Mar-2025,Mar 08 2025,Ground,31.6,
SHIP-000852,ORD-000317,MAERSK,WH-33,2025-05-02,2025-05-04,2025-05-05,Ocean,14.19,Incorrect Address
SHIP-000853,ORD-001832,Maersk Line,WH-10,2025/05/07,2025-05-13,May 12 2025,Ocean,20.45,Supplier Stock Shortage
SHIP-000854,ORD-001737,bluedart,wh-54,2025-12-02,2025-12-08,2025-12-08,Air,45.38,Vehicle Breakdown
SHIP-000855,ORD-000517,Aramex,wh50,2025/07/13,2025-07-13,Jul 14 2025,Ground,16.53,Documentation Error
SHIP-000856,ORD-000962,fedex,wh-34,2025-07-13,21-Jul-2025,20-Jul-2025,Express,51.58,Vehicle Breakdown
SHIP-000857,ORD-001546,MAERSK,wh57,2025-08-20,Aug 24 2025,24-Aug-2025,Ocean,21.63,
SHIP-000858,ORD-001389,DHL Express,Warehouse 9,2025-11-24,2025/11/28,Nov 28 2025,Air,47.31,Documentation Error
SHIP-000859,ORD-000534,U.S.P.S.,wh41,Jul 06 2025,Jul 07 2025,Jul 07 2025,Ground,39.16,Customs Clearance Delay
SHIP-000860,ORD-000985,FedEx,WH-59,2026-01-28,Jan 30 2026,Jan 30 2026,Ground,28.79,Carrier Capacity Shortage
SHIP-000861,ORD-001128,BlueDart,Warehouse 12,25-Feb-2025,Feb 27 2025,Feb 26 2025,Ground,27.13,Warehouse Processing Backlog
SHIP-000862,ORD-000272,Aramex,wh04,Jun 04 2025,Jun 12 2025,11-Jun-2025,Express,56.42,
SHIP-000863,ORD-000549,,wh13,05-Dec-2025,2025-12-11,11-Dec-2025,Air,43.66,
SHIP-000864,ORD-000669,UPS,Warehouse 58,Oct 25 2025,31-Oct-2025,2025/10/31,Air,43.77,Incorrect Address
SHIP-000865,ORD-001575,Blue Dart,WH-51,23-Oct-2025,2025-10-28,2025-10-31,Air,48.27,Supplier Stock Shortage
SHIP-000866,ORD-000454,ups,WH-42,2025-10-03,Oct 06 2025,Oct 07 2025,Air,44.61,
SHIP-000867,ORD-000607,fedex,WH-60,2025-10-13,19-Oct-2025,2025-10-17,Air,60.78,
SHIP-000868,ORD-001569,USPS,WH-32,2025-07-19,Jul 22 2025,Jul 21 2025,Ground,28.66,
SHIP-000869,ORD-001803,UPS,WH-01,2026-04-30,2026-04-30,,Ground,32.79,Weather Disruption
SHIP-000870,ORD-000805,aramex,wh-22,2026/01/01,2026-01-07,Jan 05 2026,Express,46.65,
SHIP-000871,ORD-000599,ups,WH-25,2025/11/20,Nov 28 2025,,Ground,26.98,Incorrect Address
SHIP-000872,ORD-000894,U.P.S.,WH-51,2025/03/08,2025/03/10,2025-03-10,Air,41.68,Documentation Error
SHIP-000873,ORD-000978,XPO Logistics,WH-60,2026-05-05,2026-05-11,2026-05-10,Rail,31.64,Port Congestion
SHIP-000874,ORD-000752,BlueDart,wh51,2025/11/26,Nov 29 2025,2025-11-29,Air,52.11,Customs Clearance Delay
SHIP-000875,ORD-000571,maersk,WH-11,11-May-2026,2026/05/13,2026-05-13,Ocean,24.23,Warehouse Processing Backlog
SHIP-000876,ORD-001239,UPS,wh-29,20-Jan-2026,2026/01/24,Jan 24 2026,Air,53.65,Port Congestion
SHIP-000877,ORD-000062,dhl,WH-21,2025-03-17,2025-03-20,2025-03-20,Express,52.13,Documentation Error
SHIP-000878,ORD-001279,Blue Dart,WH-46,2025-09-23,2025-09-30,2025/09/29,Ground,40.72,
SHIP-000879,ORD-000537,UPS,WH-16,2025-10-14,2025/10/15,18-Oct-2025,Air,52.58,Documentation Error
SHIP-000880,ORD-001829,DHL,wh-44,17-Mar-2026,2026-03-19,2026-03-21,Express,56.56,Weather Disruption
SHIP-000881,ORD-001264,DHL,WH-24,28-May-2025,2025-05-27,2025-05-29,Express,52.64,Documentation Error
SHIP-000882,ORD-000886,U.P.S.,WH-01,2025-03-19,2025/03/20,2025/03/21,Air,47.7,Vehicle Breakdown
SHIP-000883,ORD-000977,U.P.S.,wh44,01-Apr-2026,2026-04-05,Apr 04 2026,Ground,34.09,
SHIP-000884,ORD-000245,maersk,WH-51,Jan 21 2025,2025-01-26,Jan 28 2025,Ocean,17.66,Labor Shortage
SHIP-000885,ORD-000026,maersk,wh15,May 21 2025,22-May-2025,,Ocean,15.96,Supplier Stock Shortage
SHIP-000886,ORD-001308,USPS,WH-29,2026-03-21,22-Mar-2026,Mar 22 2026,Ground,27.66,Carrier Capacity Shortage
